Depth,YearBP,uncertainty,
3347.380,58248,,
3347.389,58249,,
3347.397,58250,,
3347.405,58251,,
3347.414,58252,,
3347.422,58253,,
3347.431,58254,,
3347.439,58255,,
3347.448,58256,,
3347.456,58257,,
3347.464,58258,,
3347.473,58259,,
3347.481,58260,,
3347.490,58261,,
3347.498,58262,,
3347.507,58263,,
3347.515,58264,,
3347.523,58265,,
3347.532,58266,,
3347.540,58267,,
3347.549,58268,,
3347.557,58269,,
3347.565,58270,,
3347.574,58271,,
3347.582,58272,,
3347.591,58273,,
3347.599,58274,,
3347.608,58275,,
3347.616,58276,,
3347.624,58277,,
3347.633,58278,,
3347.641,58279,,
3347.650,58280,,
3347.658,58281,,
3347.666,58282,,
3347.675,58283,,
3347.683,58284,,
3347.692,58285,,
3347.700,58286,,
3347.708,58287,,
3347.717,58288,,
3347.725,58289,,
3347.734,58290,,
3347.742,58291,,
3347.750,58292,,
3347.759,58293,,
3347.767,58294,,
3347.776,58295,,
3347.784,58296,,
3347.793,58297,,
3347.801,58298,,
3347.809,58299,,
3347.818,58300,,
3347.826,58301,,
3347.835,58302,,
3347.843,58303,,
3347.851,58304,,
3347.860,58305,,
3347.868,58306,,
3347.877,58307,,
3347.885,58308,,
3347.893,58309,,
3347.902,58310,,
3347.910,58311,,
3347.919,58312,,
3347.927,58313,,
3347.935,58314,,
3347.944,58315,,
3347.952,58316,,
3347.961,58317,,
3347.969,58318,,
3347.977,58319,,
3347.986,58320,,
3347.994,58321,,
3348.003,58322,,
3348.011,58323,,
3348.019,58324,,
3348.028,58325,,
3348.036,58326,,
3348.045,58327,,
3348.053,58328,,
3348.061,58329,,
3348.070,58330,,
3348.078,58331,,
3348.087,58332,,
3348.095,58333,,
3348.103,58334,,
3348.112,58335,,
3348.120,58336,,
3348.129,58337,,
3348.137,58338,,
3348.145,58339,,
3348.154,58340,,
3348.162,58341,,
3348.171,58342,,
3348.179,58343,,
3348.187,58344,,
3348.196,58345,,
3348.204,58346,,
3348.213,58347,,
3348.221,58348,,
3348.229,58349,,
3348.238,58350,,
3348.246,58351,,
3348.255,58352,,
3348.263,58353,,
3348.271,58354,,
3348.280,58355,,
3348.288,58356,,
3348.297,58357,,
3348.305,58358,,
3348.313,58359,,
3348.322,58360,,
3348.330,58361,,
3348.339,58362,,
3348.347,58363,,
3348.355,58364,,
3348.364,58365,,
3348.372,58366,,
3348.381,58367,,
3348.389,58368,,
3348.397,58369,,
3348.406,58370,,
3348.414,58371,,
3348.423,58372,,
3348.431,58373,,
3348.439,58374,,
3348.448,58375,,
3348.456,58376,,
3348.465,58377,,
3348.473,58378,,
3348.481,58379,,
3348.490,58380,,
3348.498,58381,,
3348.507,58382,,
3348.515,58383,,
3348.523,58384,,
3348.532,58385,,
3348.540,58386,,
3348.549,58387,,
3348.557,58388,,
3348.565,58389,,
3348.574,58390,,
3348.582,58391,,
3348.591,58392,,
3348.599,58393,,
3348.607,58394,,
3348.616,58395,,
3348.624,58396,,
3348.633,58397,,
3348.641,58398,,
3348.649,58399,,
3348.658,58400,,
3348.666,58401,,
3348.675,58402,,
3348.683,58403,,
3348.692,58404,,
3348.700,58405,,
3348.708,58406,,
3348.717,58407,,
3348.725,58408,,
3348.734,58409,,
3348.742,58410,,
3348.750,58411,,
3348.759,58412,,
3348.767,58413,,
3348.776,58414,,
3348.784,58415,,
3348.792,58416,,
3348.801,58417,,
3348.809,58418,,
3348.818,58419,,
3348.826,58420,,
3348.835,58421,,
3348.843,58422,,
3348.851,58423,,
3348.860,58424,,
3348.868,58425,,
3348.877,58426,,
3348.885,58427,,
3348.894,58428,,
3348.902,58429,,
3348.910,58430,,
3348.919,58431,,
3348.927,58432,,
3348.936,58433,,
3348.944,58434,,
3348.953,58435,,
3348.961,58436,,
3348.969,58437,,
3348.978,58438,,
3348.986,58439,,
3348.995,58440,,
3349.003,58441,,
3349.012,58442,,
3349.020,58443,,
3349.028,58444,,
3349.037,58445,,
3349.045,58446,,
3349.054,58447,,
3349.062,58448,,
3349.071,58449,,
3349.079,58450,,
3349.087,58451,,
3349.096,58452,,
3349.104,58453,,
3349.113,58454,,
3349.121,58455,,
3349.130,58456,,
3349.138,58457,,
3349.147,58458,,
3349.155,58459,,
3349.163,58460,,
3349.172,58461,,
3349.180,58462,,
3349.189,58463,,
3349.197,58464,,
3349.206,58465,,
3349.214,58466,,
3349.223,58467,,
3349.231,58468,,
3349.239,58469,,
3349.248,58470,,
3349.256,58471,,
3349.265,58472,,
3349.273,58473,,
3349.282,58474,,
3349.290,58475,,
3349.299,58476,,
3349.307,58477,,
3349.316,58478,,
3349.324,58479,,
3349.332,58480,,
3349.341,58481,,
3349.349,58482,,
3349.358,58483,,
3349.366,58484,,
3349.375,58485,,
3349.383,58486,,
3349.392,58487,,
3349.400,58488,,
3349.409,58489,,
3349.417,58490,,
3349.426,58491,,
3349.434,58492,,
3349.443,58493,,
3349.451,58494,,
3349.460,58495,,
3349.468,58496,,
3349.477,58497,,
3349.485,58498,,
3349.493,58499,,
3349.502,58500,,
3349.510,58501,,
3349.519,58502,,
3349.527,58503,,
3349.536,58504,,
3349.544,58505,,
3349.553,58506,,
3349.561,58507,,
3349.570,58508,,
3349.578,58509,,
3349.587,58510,,
3349.595,58511,,
3349.604,58512,,
3349.612,58513,,
3349.621,58514,,
3349.629,58515,,
3349.638,58516,,
3349.646,58517,,
3349.655,58518,,
3349.663,58519,,
3349.672,58520,,
3349.680,58521,,
3349.689,58522,,
3349.697,58523,,
3349.706,58524,,
3349.714,58525,,
3349.723,58526,,
3349.732,58527,,
3349.740,58528,,
3349.749,58529,,
3349.757,58530,,
3349.766,58531,,
3349.774,58532,,
3349.783,58533,,
3349.791,58534,,
3349.800,58535,,
3349.808,58536,,
3349.817,58537,,
3349.825,58538,,
3349.834,58539,,
3349.842,58540,,
3349.851,58541,,
3349.859,58542,,
3349.868,58543,,
3349.877,58544,,
3349.885,58545,,
3349.894,58546,,
3349.902,58547,,
3349.911,58548,,
3349.919,58549,,
3349.928,58550,,
3349.936,58551,,
3349.945,58552,,
3349.953,58553,,
3349.962,58554,,
3349.971,58555,,
3349.979,58556,,
3349.988,58557,,
3349.996,58558,,
3350.005,58559,,
3350.013,58560,,
3350.022,58561,,
3350.031,58562,,
3350.039,58563,,
3350.048,58564,,
3350.056,58565,,
3350.065,58566,,
3350.073,58567,,
3350.082,58568,,
3350.091,58569,,
3350.099,58570,,
3350.108,58571,,
3350.116,58572,,
3350.125,58573,,
3350.134,58574,,
3350.142,58575,,
3350.151,58576,,
3350.159,58577,,
3350.168,58578,,
3350.177,58579,,
3350.185,58580,,
3350.194,58581,,
3350.202,58582,,
3350.211,58583,,
3350.220,58584,,
3350.228,58585,,
3350.237,58586,,
3350.245,58587,,
3350.254,58588,,
3350.263,58589,,
3350.271,58590,,
3350.280,58591,,
3350.289,58592,,
3350.297,58593,,
3350.306,58594,,
3350.315,58595,,
3350.323,58596,,
3350.332,58597,,
3350.340,58598,,
3350.349,58599,,
3350.358,58600,,
3350.366,58601,,
3350.375,58602,,
3350.384,58603,,
3350.392,58604,,
3350.401,58605,,
3350.410,58606,,
3350.418,58607,,
3350.427,58608,,
3350.436,58609,,
3350.444,58610,,
3350.453,58611,,
3350.462,58612,,
3350.470,58613,,
3350.479,58614,,
3350.488,58615,,
3350.496,58616,,
3350.505,58617,,
3350.514,58618,,
3350.522,58619,,
3350.531,58620,,
3350.540,58621,,
3350.548,58622,,
3350.557,58623,,
3350.566,58624,,
3350.575,58625,,
3350.583,58626,,
3350.592,58627,,
3350.601,58628,,
3350.609,58629,,
3350.618,58630,,
3350.627,58631,,
3350.636,58632,,
3350.644,58633,,
3350.653,58634,,
3350.662,58635,,
3350.670,58636,,
3350.679,58637,,
3350.688,58638,,
3350.697,58639,,
3350.705,58640,,
3350.714,58641,,
3350.723,58642,,
3350.732,58643,,
3350.740,58644,,
3350.749,58645,,
3350.758,58646,,
3350.767,58647,,
3350.775,58648,,
3350.784,58649,,
3350.793,58650,,
3350.802,58651,,
3350.810,58652,,
3350.819,58653,,
3350.828,58654,,
3350.837,58655,,
3350.845,58656,,
3350.854,58657,,
3350.863,58658,,
3350.872,58659,,
3350.881,58660,,
3350.889,58661,,
3350.898,58662,,
3350.907,58663,,
3350.916,58664,,
3350.925,58665,,
3350.933,58666,,
3350.942,58667,,
3350.951,58668,,
3350.960,58669,,
3350.969,58670,,
3350.978,58671,,
3350.986,58672,,
3350.995,58673,,
3351.004,58674,,
3351.013,58675,,
3351.022,58676,,
3351.030,58677,,
3351.039,58678,,
3351.048,58679,,
3351.057,58680,,
3351.066,58681,,
3351.075,58682,,
3351.084,58683,,
3351.092,58684,,
3351.101,58685,,
3351.110,58686,,
3351.119,58687,,
3351.128,58688,,
3351.137,58689,,
3351.146,58690,,
3351.155,58691,,
3351.163,58692,,
3351.172,58693,,
3351.181,58694,,
3351.190,58695,,
3351.199,58696,,
3351.208,58697,,
3351.217,58698,,
3351.226,58699,,
3351.235,58700,,
3351.244,58701,,
3351.252,58702,,
3351.261,58703,,
3351.270,58704,,
3351.279,58705,,
3351.288,58706,,
3351.297,58707,,
3351.306,58708,,
3351.315,58709,,
3351.324,58710,,
3351.333,58711,,
3351.342,58712,,
3351.351,58713,,
3351.360,58714,,
3351.369,58715,,
3351.378,58716,,
3351.387,58717,,
3351.396,58718,,
3351.405,58719,,
3351.414,58720,,
3351.423,58721,,
3351.432,58722,,
3351.440,58723,,
3351.449,58724,,
3351.458,58725,,
3351.467,58726,,
3351.476,58727,,
3351.485,58728,,
3351.494,58729,,
3351.504,58730,,
3351.513,58731,,
3351.522,58732,,
3351.531,58733,,
3351.540,58734,,
3351.549,58735,,
3351.558,58736,,
3351.567,58737,,
3351.576,58738,,
3351.585,58739,,
3351.594,58740,,
3351.603,58741,,
3351.612,58742,,
3351.621,58743,,
3351.630,58744,,
3351.639,58745,,
3351.648,58746,,
3351.657,58747,,
3351.666,58748,,
3351.675,58749,,
3351.685,58750,,
3351.694,58751,,
3351.703,58752,,
3351.712,58753,,
3351.721,58754,,
3351.730,58755,,
3351.739,58756,,
3351.748,58757,,
3351.757,58758,,
3351.766,58759,,
3351.776,58760,,
3351.785,58761,,
3351.794,58762,,
3351.803,58763,,
3351.812,58764,,
3351.821,58765,,
3351.830,58766,,
3351.840,58767,,
3351.849,58768,,
3351.858,58769,,
3351.867,58770,,
3351.876,58771,,
3351.885,58772,,
3351.894,58773,,
3351.904,58774,,
3351.913,58775,,
3351.922,58776,,
3351.931,58777,,
3351.940,58778,,
3351.950,58779,,
3351.959,58780,,
3351.968,58781,,
3351.977,58782,,
3351.986,58783,,
3351.996,58784,,
3352.005,58785,,
3352.014,58786,,
3352.023,58787,,
3352.033,58788,,
3352.042,58789,,
3352.051,58790,,
3352.060,58791,,
3352.069,58792,,
3352.079,58793,,
3352.088,58794,,
3352.097,58795,,
3352.106,58796,,
3352.116,58797,,
3352.125,58798,,
3352.134,58799,,
3352.144,58800,,
3352.153,58801,,
3352.162,58802,,
3352.171,58803,,
3352.181,58804,,
3352.190,58805,,
3352.199,58806,,
3352.209,58807,,
3352.218,58808,,
3352.227,58809,,
3352.237,58810,,
3352.246,58811,,
3352.255,58812,,
3352.264,58813,,
3352.274,58814,,
3352.283,58815,,
3352.292,58816,,
3352.302,58817,,
3352.311,58818,,
3352.320,58819,,
3352.330,58820,,
3352.339,58821,,
3352.349,58822,,
3352.358,58823,,
3352.367,58824,,
3352.377,58825,,
3352.386,58826,,
3352.395,58827,,
3352.405,58828,,
3352.414,58829,,
3352.424,58830,,
3352.433,58831,,
3352.442,58832,,
3352.452,58833,,
3352.461,58834,,
3352.471,58835,,
3352.480,58836,,
3352.489,58837,,
3352.499,58838,,
3352.508,58839,,
3352.518,58840,,
3352.527,58841,,
3352.536,58842,,
3352.546,58843,,
3352.555,58844,,
3352.565,58845,,
3352.574,58846,,
3352.584,58847,,
3352.593,58848,,
3352.603,58849,,
3352.612,58850,,
3352.622,58851,,
3352.631,58852,,
3352.640,58853,,
3352.650,58854,,
3352.659,58855,,
3352.669,58856,,
3352.678,58857,,
3352.688,58858,,
3352.697,58859,,
3352.707,58860,,
3352.716,58861,,
3352.726,58862,,
3352.735,58863,,
3352.745,58864,,
3352.754,58865,,
3352.764,58866,,
3352.773,58867,,
3352.783,58868,,
3352.793,58869,,
3352.802,58870,,
3352.812,58871,,
3352.821,58872,,
3352.831,58873,,
3352.840,58874,,
3352.850,58875,,
3352.859,58876,,
3352.869,58877,,
3352.878,58878,,
3352.888,58879,,
3352.898,58880,,
3352.907,58881,,
3352.917,58882,,
3352.926,58883,,
3352.936,58884,,
3352.945,58885,,
3352.955,58886,,
3352.965,58887,,
3352.974,58888,,
3352.984,58889,,
3352.993,58890,,
3353.003,58891,,
3353.013,58892,,
3353.022,58893,,
3353.032,58894,,
3353.042,58895,,
3353.051,58896,,
3353.061,58897,,
3353.070,58898,,
3353.080,58899,,
3353.090,58900,,
3353.099,58901,,
3353.109,58902,,
3353.119,58903,,
3353.128,58904,,
3353.138,58905,,
3353.148,58906,,
3353.157,58907,,
3353.167,58908,,
3353.176,58909,,
3353.186,58910,,
3353.196,58911,,
3353.205,58912,,
3353.215,58913,,
3353.225,58914,,
3353.234,58915,,
3353.244,58916,,
3353.254,58917,,
3353.264,58918,,
3353.273,58919,,
3353.283,58920,,
3353.293,58921,,
3353.302,58922,,
3353.312,58923,,
3353.322,58924,,
3353.331,58925,,
3353.341,58926,,
3353.351,58927,,
3353.361,58928,,
3353.370,58929,,
3353.380,58930,,
3353.390,58931,,
3353.399,58932,,
3353.409,58933,,
3353.419,58934,,
3353.429,58935,,
3353.438,58936,,
3353.448,58937,,
3353.458,58938,,
3353.468,58939,,
3353.477,58940,,
3353.487,58941,,
3353.497,58942,,
3353.507,58943,,
3353.516,58944,,
3353.526,58945,,
3353.536,58946,,
3353.546,58947,,
3353.555,58948,,
3353.565,58949,,
3353.575,58950,,
3353.585,58951,,
3353.594,58952,,
3353.604,58953,,
3353.614,58954,,
3353.624,58955,,
3353.633,58956,,
3353.643,58957,,
3353.653,58958,,
3353.663,58959,,
3353.673,58960,,
3353.682,58961,,
3353.692,58962,,
3353.702,58963,,
3353.712,58964,,
3353.722,58965,,
3353.731,58966,,
3353.741,58967,,
3353.751,58968,,
3353.761,58969,,
3353.770,58970,,
3353.780,58971,,
3353.790,58972,,
3353.800,58973,,
3353.810,58974,,
3353.820,58975,,
3353.829,58976,,
3353.839,58977,,
3353.849,58978,,
3353.859,58979,,
3353.869,58980,,
3353.878,58981,,
3353.888,58982,,
3353.898,58983,,
3353.908,58984,,
3353.918,58985,,
3353.928,58986,,
3353.937,58987,,
3353.947,58988,,
3353.957,58989,,
3353.967,58990,,
3353.977,58991,,
3353.986,58992,,
3353.996,58993,,
3354.006,58994,,
3354.016,58995,,
3354.026,58996,,
3354.036,58997,,
3354.045,58998,,
3354.055,58999,,
3354.065,59000,,
3354.075,59001,,
3354.085,59002,,
3354.095,59003,,
3354.104,59004,,
3354.114,59005,,
3354.124,59006,,
3354.134,59007,,
3354.144,59008,,
3354.154,59009,,
3354.164,59010,,
3354.173,59011,,
3354.183,59012,,
3354.193,59013,,
3354.203,59014,,
3354.213,59015,,
3354.223,59016,,
3354.232,59017,,
3354.242,59018,,
3354.252,59019,,
3354.262,59020,,
3354.272,59021,,
3354.282,59022,,
3354.291,59023,,
3354.301,59024,,
3354.311,59025,,
3354.321,59026,,
3354.331,59027,,
3354.341,59028,,
3354.351,59029,,
3354.360,59030,,
3354.370,59031,,
3354.380,59032,,
3354.390,59033,,
3354.400,59034,,
3354.410,59035,,
3354.419,59036,,
3354.429,59037,,
3354.439,59038,,
3354.449,59039,,
3354.459,59040,,
3354.469,59041,,
3354.479,59042,,
3354.488,59043,,
3354.498,59044,,
3354.508,59045,,
3354.518,59046,,
3354.528,59047,,
3354.538,59048,,
3354.547,59049,,
3354.557,59050,,
3354.567,59051,,
3354.577,59052,,
3354.587,59053,,
3354.597,59054,,
3354.606,59055,,
3354.616,59056,,
3354.626,59057,,
3354.636,59058,,
3354.646,59059,,
3354.655,59060,,
3354.665,59061,,
3354.675,59062,,
3354.685,59063,,
3354.695,59064,,
3354.705,59065,,
3354.714,59066,,
3354.724,59067,,
3354.734,59068,,
3354.744,59069,,
3354.754,59070,,
3354.764,59071,,
3354.773,59072,,
3354.783,59073,,
3354.793,59074,,
3354.803,59075,,
3354.813,59076,,
3354.822,59077,,
3354.832,59078,,
3354.842,59079,,
3354.852,59080,,
3354.862,59081,,
3354.871,59082,,
3354.881,59083,,
3354.891,59084,,
3354.901,59085,,
3354.911,59086,,
3354.920,59087,,
3354.930,59088,,
3354.940,59089,,
3354.950,59090,,
3354.959,59091,,
3354.969,59092,,
3354.979,59093,,
3354.989,59094,,
3354.999,59095,,
3355.008,59096,,
3355.018,59097,,
3355.028,59098,,
3355.038,59099,,
3355.047,59100,,
3355.057,59101,,
3355.067,59102,,
3355.077,59103,,
3355.087,59104,,
3355.096,59105,,
3355.106,59106,,
3355.116,59107,,
3355.126,59108,,
3355.135,59109,,
3355.145,59110,,
3355.155,59111,,
3355.165,59112,,
3355.174,59113,,
3355.184,59114,,
3355.194,59115,,
3355.204,59116,,
3355.213,59117,,
3355.223,59118,,
3355.233,59119,,
3355.242,59120,,
3355.252,59121,,
3355.262,59122,,
3355.272,59123,,
3355.281,59124,,
3355.291,59125,,
3355.301,59126,,
3355.311,59127,,
3355.320,59128,,
3355.330,59129,,
3355.340,59130,,
3355.349,59131,,
3355.359,59132,,
3355.369,59133,,
3355.378,59134,,
3355.388,59135,,
3355.398,59136,,
3355.408,59137,,
3355.417,59138,,
3355.427,59139,,
3355.437,59140,,
3355.446,59141,,
3355.456,59142,,
3355.466,59143,,
3355.475,59144,,
3355.485,59145,,
3355.495,59146,,
3355.504,59147,,
3355.514,59148,,
3355.524,59149,,
3355.533,59150,,
3355.543,59151,,
3355.553,59152,,
3355.562,59153,,
3355.572,59154,,
3355.582,59155,,
3355.591,59156,,
3355.601,59157,,
3355.611,59158,,
3355.620,59159,,
3355.630,59160,,
3355.640,59161,,
3355.649,59162,,
3355.659,59163,,
3355.668,59164,,
3355.678,59165,,
3355.688,59166,,
3355.697,59167,,
3355.707,59168,,
3355.717,59169,,
3355.726,59170,,
3355.736,59171,,
3355.745,59172,,
3355.755,59173,,
3355.765,59174,,
3355.774,59175,,
3355.784,59176,,
3355.793,59177,,
3355.803,59178,,
3355.813,59179,,
3355.822,59180,,
3355.832,59181,,
3355.841,59182,,
3355.851,59183,,
3355.861,59184,,
3355.870,59185,,
3355.880,59186,,
3355.889,59187,,
3355.899,59188,,
3355.908,59189,,
3355.918,59190,,
3355.928,59191,,
3355.937,59192,,
3355.947,59193,,
3355.956,59194,,
3355.966,59195,,
3355.975,59196,,
3355.985,59197,,
3355.994,59198,,
3356.004,59199,,
3356.014,59200,,
3356.023,59201,,
3356.033,59202,,
3356.042,59203,,
3356.052,59204,,
3356.061,59205,,
3356.071,59206,,
3356.080,59207,,
3356.090,59208,,
3356.099,59209,,
3356.109,59210,,
3356.118,59211,,
3356.128,59212,,
3356.137,59213,,
3356.147,59214,,
3356.156,59215,,
3356.166,59216,,
3356.175,59217,,
3356.185,59218,,
3356.194,59219,,
3356.204,59220,,
3356.213,59221,,
3356.223,59222,,
3356.232,59223,,
3356.242,59224,,
3356.251,59225,,
3356.261,59226,,
3356.270,59227,,
3356.280,59228,,
3356.289,59229,,
3356.299,59230,,
3356.308,59231,,
3356.318,59232,,
3356.327,59233,,
3356.337,59234,,
3356.346,59235,,
3356.355,59236,,
3356.365,59237,,
3356.374,59238,,
3356.384,59239,,
3356.393,59240,,
3356.403,59241,,
3356.412,59242,,
3356.422,59243,,
3356.431,59244,,
3356.440,59245,,
3356.450,59246,,
3356.459,59247,,
3356.469,59248,,
3356.478,59249,,
3356.488,59250,,
3356.497,59251,,
3356.506,59252,,
3356.516,59253,,
3356.525,59254,,
3356.535,59255,,
3356.544,59256,,
3356.553,59257,,
3356.563,59258,,
3356.572,59259,,
3356.582,59260,,
3356.591,59261,,
3356.600,59262,,
3356.610,59263,,
3356.619,59264,,
3356.629,59265,,
3356.638,59266,,
3356.647,59267,,
3356.657,59268,,
3356.666,59269,,
3356.676,59270,,
3356.685,59271,,
3356.694,59272,,
3356.704,59273,,
3356.713,59274,,
3356.722,59275,,
3356.732,59276,,
3356.741,59277,,
3356.750,59278,,
3356.760,59279,,
3356.769,59280,,
3356.779,59281,,
3356.788,59282,,
3356.797,59283,,
3356.807,59284,,
3356.816,59285,,
3356.825,59286,,
3356.835,59287,,
3356.844,59288,,
3356.853,59289,,
3356.863,59290,,
3356.872,59291,,
3356.881,59292,,
3356.891,59293,,
3356.900,59294,,
3356.909,59295,,
3356.919,59296,,
3356.928,59297,,
3356.937,59298,,
3356.947,59299,,
3356.956,59300,,
3356.965,59301,,
3356.975,59302,,
3356.984,59303,,
3356.993,59304,,
3357.003,59305,,
3357.012,59306,,
3357.021,59307,,
3357.030,59308,,
3357.040,59309,,
3357.049,59310,,
3357.058,59311,,
3357.068,59312,,
3357.077,59313,,
3357.086,59314,,
3357.096,59315,,
3357.105,59316,,
3357.114,59317,,
3357.123,59318,,
3357.133,59319,,
3357.142,59320,,
3357.151,59321,,
3357.161,59322,,
3357.170,59323,,
3357.179,59324,,
3357.189,59325,,
3357.198,59326,,
3357.207,59327,,
3357.216,59328,,
3357.226,59329,,
3357.235,59330,,
3357.244,59331,,
3357.253,59332,,
3357.263,59333,,
3357.272,59334,,
3357.281,59335,,
3357.291,59336,,
3357.300,59337,,
3357.309,59338,,
3357.318,59339,,
3357.328,59340,,
3357.337,59341,,
3357.346,59342,,
3357.355,59343,,
3357.365,59344,,
3357.374,59345,,
3357.383,59346,,
3357.393,59347,,
3357.402,59348,,
3357.411,59349,,
3357.420,59350,,
3357.430,59351,,
3357.439,59352,,
3357.448,59353,,
3357.457,59354,,
3357.467,59355,,
3357.476,59356,,
3357.485,59357,,
3357.494,59358,,
3357.504,59359,,
3357.513,59360,,
3357.522,59361,,
3357.531,59362,,
3357.541,59363,,
3357.550,59364,,
3357.559,59365,,
3357.568,59366,,
3357.578,59367,,
3357.587,59368,,
3357.596,59369,,
3357.605,59370,,
3357.615,59371,,
3357.624,59372,,
3357.633,59373,,
3357.642,59374,,
3357.652,59375,,
3357.661,59376,,
3357.670,59377,,
3357.679,59378,,
3357.689,59379,,
3357.698,59380,,
3357.707,59381,,
3357.716,59382,,
3357.726,59383,,
3357.735,59384,,
3357.744,59385,,
3357.753,59386,,
3357.763,59387,,
3357.772,59388,,
3357.781,59389,,
3357.790,59390,,
3357.800,59391,,
3357.809,59392,,
3357.818,59393,,
3357.827,59394,,
3357.837,59395,,
3357.846,59396,,
3357.855,59397,,
3357.864,59398,,
3357.874,59399,,
3357.883,59400,,
3357.892,59401,,
3357.901,59402,,
3357.911,59403,,
3357.920,59404,,
3357.929,59405,,
3357.938,59406,,
3357.948,59407,,
3357.957,59408,,
3357.966,59409,,
3357.976,59410,,
3357.985,59411,,
3357.994,59412,,
3358.003,59413,,
3358.013,59414,,
3358.022,59415,,
3358.031,59416,,
3358.040,59417,,
3358.050,59418,,
3358.059,59419,,
3358.068,59420,,
3358.077,59421,,
3358.087,59422,,
3358.096,59423,,
3358.105,59424,,
3358.115,59425,,
3358.124,59426,,
3358.133,59427,,
3358.142,59428,,
3358.152,59429,,
3358.161,59430,,
3358.170,59431,,
3358.180,59432,,
3358.189,59433,,
3358.198,59434,,
3358.207,59435,,
3358.217,59436,,
3358.226,59437,,
3358.235,59438,,
3358.245,59439,,
3358.254,59440,,
3358.263,59441,,
3358.272,59442,,
3358.282,59443,,
3358.291,59444,,
3358.300,59445,,
3358.310,59446,,
3358.319,59447,,
3358.328,59448,,
3358.338,59449,,
3358.347,59450,,
3358.356,59451,,
3358.366,59452,,
3358.375,59453,,
3358.384,59454,,
3358.393,59455,,
3358.403,59456,,
3358.412,59457,,
3358.421,59458,,
3358.431,59459,,
3358.440,59460,,
3358.449,59461,,
3358.459,59462,,
3358.468,59463,,
3358.477,59464,,
3358.487,59465,,
3358.496,59466,,
3358.505,59467,,
3358.515,59468,,
3358.524,59469,,
3358.533,59470,,
3358.543,59471,,
3358.552,59472,,
3358.561,59473,,
3358.571,59474,,
3358.580,59475,,
3358.590,59476,,
3358.599,59477,,
3358.608,59478,,
3358.618,59479,,
3358.627,59480,,
3358.636,59481,,
3358.646,59482,,
3358.655,59483,,
3358.664,59484,,
3358.674,59485,,
3358.683,59486,,
3358.693,59487,,
3358.702,59488,,
3358.711,59489,,
3358.721,59490,,
3358.730,59491,,
3358.739,59492,,
3358.749,59493,,
3358.758,59494,,
3358.768,59495,,
3358.777,59496,,
3358.786,59497,,
3358.796,59498,,
3358.805,59499,,
3358.815,59500,,
3358.824,59501,,
3358.833,59502,,
3358.843,59503,,
3358.852,59504,,
3358.862,59505,,
3358.871,59506,,
3358.881,59507,,
3358.890,59508,,
3358.899,59509,,
3358.909,59510,,
3358.918,59511,,
3358.928,59512,,
3358.937,59513,,
3358.947,59514,,
3358.956,59515,,
3358.965,59516,,
3358.975,59517,,
3358.984,59518,,
3358.994,59519,,
3359.003,59520,,
3359.013,59521,,
3359.022,59522,,
3359.031,59523,,
3359.041,59524,,
3359.050,59525,,
3359.060,59526,,
3359.069,59527,,
3359.079,59528,,
3359.088,59529,,
3359.098,59530,,
3359.107,59531,,
3359.117,59532,,
3359.126,59533,,
3359.136,59534,,
3359.145,59535,,
3359.155,59536,,
3359.164,59537,,
3359.174,59538,,
3359.183,59539,,
3359.192,59540,,
3359.202,59541,,
3359.211,59542,,
3359.221,59543,,
3359.230,59544,,
3359.240,59545,,
3359.249,59546,,
3359.259,59547,,
3359.268,59548,,
3359.278,59549,,
3359.287,59550,,
3359.297,59551,,
3359.306,59552,,
3359.316,59553,,
3359.326,59554,,
3359.335,59555,,
3359.345,59556,,
3359.354,59557,,
3359.364,59558,,
3359.373,59559,,
3359.383,59560,,
3359.392,59561,,
3359.402,59562,,
3359.411,59563,,
3359.421,59564,,
3359.430,59565,,
3359.440,59566,,
3359.449,59567,,
3359.459,59568,,
3359.468,59569,,
3359.478,59570,,
3359.488,59571,,
3359.497,59572,,
3359.507,59573,,
3359.516,59574,,
3359.526,59575,,
3359.535,59576,,
3359.545,59577,,
3359.554,59578,,
3359.564,59579,,
3359.574,59580,,
3359.583,59581,,
3359.593,59582,,
3359.602,59583,,
3359.612,59584,,
3359.621,59585,,
3359.631,59586,,
3359.641,59587,,
3359.650,59588,,
3359.660,59589,,
3359.669,59590,,
3359.679,59591,,
3359.688,59592,,
3359.698,59593,,
3359.708,59594,,
3359.717,59595,,
3359.727,59596,,
3359.736,59597,,
3359.746,59598,,
3359.756,59599,,
3359.765,59600,,
3359.775,59601,,
3359.784,59602,,
3359.794,59603,,
3359.804,59604,,
3359.813,59605,,
3359.823,59606,,
3359.832,59607,,
3359.842,59608,,
3359.852,59609,,
3359.861,59610,,
3359.871,59611,,
3359.880,59612,,
3359.890,59613,,
3359.900,59614,,
3359.909,59615,,
3359.919,59616,,
3359.928,59617,,
3359.938,59618,,
3359.948,59619,,
3359.957,59620,,
3359.967,59621,,
3359.977,59622,,
3359.986,59623,,
3359.996,59624,,
3360.005,59625,,
3360.015,59626,,
3360.025,59627,,
3360.034,59628,,
3360.044,59629,,
3360.053,59630,,
3360.063,59631,,
3360.073,59632,,
3360.082,59633,,
3360.092,59634,,
3360.102,59635,,
3360.111,59636,,
3360.121,59637,,
3360.130,59638,,
3360.140,59639,,
3360.150,59640,,
3360.159,59641,,
3360.169,59642,,
3360.179,59643,,
3360.188,59644,,
3360.198,59645,,
